t,Phase,Marker,WR,HR,V'O2,V'CO2,FEetO2,FEetCO2,V'E,VT,BF,RpM
0:00:11.420,Rest,,0,80,0.27,0.22,15.2,4.8,9.8,0.81,12,0
0:00:16.740,Rest,,0,85,0.52,0.41,14.6,5.4,14.1,1.25,11,0
0:00:19.860,Rest,,0,88,0.35,0.26,15.6,4.5,12.9,0.67,19,0
0:00:22.820,Rest,,0,81,0.43,0.32,15.2,4.7,14.9,0.74,20,0
0:00:26.640,Rest,,0,89,0.47,0.36,14.7,5.1,14.8,0.94,16,0
0:00:30.720,Rest,,0,72,0.49,0.38,14.5,5.2,14.5,0.99,15,0
0:00:35.900,Rest,,0,86,0.49,0.38,14.6,5.3,14.3,1.23,12,0
0:00:39.200,Rest,,0,86,0.35,0.27,15.5,4.5,13.6,0.75,18,0
0:00:43.080,Rest,,0,75,0.47,0.38,15.0,5.0,15.7,1.01,15,0
0:00:46.020,Rest,,0,76,0.35,0.27,15.6,4.5,13.7,0.67,20,0
0:00:48.600,Rest,,0,83,0.41,0.32,15.4,4.6,16.1,0.69,23,0
0:00:51.220,Rest,,0,80,0.38,0.30,15.6,4.4,14.8,0.65,23,0
0:00:54.100,Rest,,0,71,0.34,0.26,15.5,4.4,13.2,0.63,21,0
0:00:56.720,Rest,,0,78,0.48,0.37,15.1,4.7,16.7,0.73,23,0
0:00:59.760,Rest,,0,86,0.54,0.42,14.9,5.0,18.2,0.92,20,0
0:01:04.520,Rest,,0,82,0.52,0.42,14.7,5.2,15.6,1.24,13,0
0:01:12.860,Rest,,0,88,0.45,0.40,14.9,5.4,12.8,1.77,7,0
0:01:17.380,Rest,,0,75,0.26,0.21,15.5,4.7,10.4,0.78,13,0
0:01:20.900,Rest,,0,82,0.36,0.29,15.2,4.8,13.4,0.79,17,0
0:01:23.480,Rest,,0,81,0.38,0.30,15.4,4.5,13.8,0.59,23,0
0:01:26.040,Rest,,0,74,0.29,0.22,15.8,4.1,11.2,0.48,23,0
0:01:28.280,Rest,,0,74,0.39,0.29,15.2,4.5,13.9,0.52,27,0
0:01:30.800,Rest,,0,81,0.57,0.42,14.6,4.9,17.6,0.74,24,0
0:01:33.840,Rest,,0,84,0.52,0.39,14.8,4.9,17.2,0.87,20,0
0:01:37.640,Rest,,0,85,0.56,0.44,14.6,5.2,17.3,1.09,16,0
0:01:43.980,Rest,,0,83,0.49,0.42,14.9,5.3,14.9,1.58,9,0
0:01:47.700,Rest,,0,79,0.42,0.35,15.3,4.9,14.7,0.91,16,0
0:01:51.820,Rest,,0,81,0.48,0.42,15.3,5.1,16.2,1.11,15,0
0:01:55.360,Rest,,0,89,0.27,0.22,15.7,4.6,10.8,0.64,17,0
0:01:58.280,Rest,,0,71,0.39,0.31,15.5,4.7,14.4,0.70,21,0
0:02:00.940,Rest,,0,71,0.40,0.32,15.4,4.6,14.1,0.62,23,0
0:02:03.480,Rest,,0,81,0.51,0.40,15.2,4.8,17.4,0.74,24,0
0:02:08.140,Rest,,0,77,0.59,0.51,15.2,5.2,18.2,1.42,13,0
0:02:13.640,Rest,,0,79,0.40,0.36,15.5,5.1,13.2,1.21,11,0
0:02:16.740,Rest,,0,84,0.42,0.36,15.8,4.7,16.1,0.83,19,0
0:02:19.880,Rest,,0,83,0.48,0.42,15.6,4.9,17.4,0.91,19,0
0:02:23.760,Rest,,0,87,0.50,0.44,15.6,5.0,17.6,1.14,15,0
0:02:26.760,Rest,,0,90,0.46,0.40,15.8,4.7,18.1,0.91,20,0
0:02:29.700,Rest,,0,87,0.40,0.34,15.8,4.7,15.6,0.77,20,0
0:02:32.520,Rest,,0,82,0.52,0.45,15.5,4.9,19.1,0.90,21,0
0:02:35.580,Rest,,0,85,0.51,0.45,15.7,4.8,19.4,0.99,20,0
0:02:38.140,Rest,,0,91,0.55,0.48,15.8,4.7,21.5,0.92,23,0
0:02:40.440,Rest,,0,90,0.45,0.39,16.1,4.4,19.6,0.75,26,0
0:02:43.260,Rest,,0,94,0.54,0.48,15.9,4.7,21.6,1.02,21,0
0:02:46.120,Rest,,0,86,0.29,0.25,16.2,4.5,14.3,0.68,21,0
0:02:48.520,Rest,,0,83,0.54,0.48,15.9,4.7,22.4,0.90,25,0
0:02:51.380,Rest,,0,89,0.60,0.53,15.7,5.0,22.1,1.06,21,0
0:02:54.840,Rest,,0,95,0.41,0.37,15.9,4.8,16.2,0.94,17,0
0:02:56.960,Rest,,0,95,0.34,0.30,16.4,4.3,16.9,0.60,28,0
0:03:00.620,Exercise,,0,94,0.40,0.35,15.7,4.9,15.3,0.94,16,0
0:03:02.880,Exercise,,0,97,0.55,0.47,15.5,4.9,19.8,0.75,27,0
0:03:05.580,Exercise,,0,110,0.68,0.56,15.1,5.3,22.1,1.00,22,31
0:03:07.520,Exercise,,30,114,0.44,0.35,15.7,4.5,17.1,0.55,31,67
0:03:10.660,Exercise,,30,114,0.59,0.49,15.1,5.1,20.2,1.06,19,58
0:03:13.140,Exercise,,30,103,0.59,0.48,15.3,4.9,20.9,0.86,24,61
0:03:15.560,Exercise,,30,94,0.65,0.52,15.0,5.0,21.8,0.88,25,60
0:03:18.640,Exercise,,30,96,0.75,0.62,14.9,5.3,22.7,1.17,19,58
0:03:21.220,Exercise,,30,100,0.56,0.45,15.4,4.8,20.0,0.86,23,58
0:03:24.100,Exercise,,30,106,0.77,0.63,14.9,5.3,23.7,1.14,21,61
0:03:27.500,Exercise,,30,101,0.51,0.42,15.3,5.0,17.7,1.00,18,60
0:03:30.940,Exercise,,30,99,0.68,0.57,15.1,5.2,21.5,1.23,17,61
0:03:35.120,Exercise,,30,104,0.81,0.70,14.9,5.4,23.5,1.64,14,62
0:03:37.720,Exercise,,30,100,0.74,0.59,14.9,5.2,23.5,1.02,23,62
0:03:40.740,Exercise,,30,103,0.73,0.60,14.9,5.2,23.2,1.17,20,63
0:03:43.700,Exercise,,30,106,0.82,0.66,14.7,5.3,25.0,1.23,20,61
0:03:47.640,Exercise,,30,97,0.83,0.69,14.6,5.4,24.2,1.59,15,61
0:03:50.800,Exercise,,30,101,0.78,0.62,14.7,5.3,24.3,1.28,19,61
0:03:53.620,Exercise,,30,104,0.75,0.60,14.7,5.2,23.4,1.10,21,65
0:03:55.700,Exercise,,30,107,0.17,0.13,17.2,3.2,11.9,0.41,29,62
0:03:57.800,Exercise,,30,109,0.81,0.64,15.0,4.9,27.7,0.97,29,62
0:03:59.940,Exercise,,30,96,1.03,0.79,14.3,5.3,28.6,1.02,28,62
0:04:02.040,Exercise,,30,93,0.79,0.58,14.4,5.2,24.3,0.85,29,64
0:04:04.600,Exercise,,30,104,0.96,0.72,14.1,5.4,26.4,1.13,23,64
0:04:07.900,Exercise,,30,103,0.83,0.65,14.4,5.3,23.3,1.28,18,63
0:04:10.620,Exercise,,30,100,0.97,0.74,14.2,5.4,26.6,1.21,22,64
0:04:13.480,Exercise,,30,106,0.87,0.66,14.2,5.4,25.1,1.20,21,61
0:04:16.100,Exercise,,30,104,1.04,0.78,14.1,5.4,27.6,1.21,23,62
0:04:18.820,Exercise,,30,99,1.01,0.77,14.2,5.4,27.5,1.25,22,61
0:04:24.740,Exercise,,30,100,0.87,0.76,15.0,5.4,25.2,2.49,10,60
0:04:27.240,Exercise,,30,101,0.78,0.61,14.8,5.3,24.5,1.02,24,60
0:04:30.000,Exercise,,30,95,0.79,0.62,14.3,5.5,22.7,1.04,22,62
0:04:32.300,Exercise,,30,97,1.04,0.79,14.2,5.5,28.8,1.11,26,63
0:04:35.620,Exercise,,30,106,0.91,0.72,14.4,5.5,25.1,1.39,18,63
0:04:38.740,Exercise,,30,103,0.88,0.71,14.5,5.4,25.6,1.33,19,61
0:04:41.820,Exercise,,30,95,0.92,0.74,14.6,5.4,26.6,1.37,19,63
0:04:44.400,Exercise,,30,100,0.82,0.66,14.8,5.2,25.1,1.08,23,64
0:04:47.040,Exercise,,30,106,0.96,0.77,14.4,5.4,27.7,1.22,23,61
0:04:51.140,Exercise,,30,89,0.98,0.84,14.6,5.5,26.7,1.83,15,61
0:04:53.900,Exercise,,30,95,0.85,0.71,15.0,5.2,27.0,1.24,22,60
0:04:56.680,Exercise,,30,101,0.93,0.78,14.7,5.3,28.1,1.30,22,62
0:04:59.960,Exercise,,30,103,0.86,0.73,14.9,5.3,25.9,1.42,18,61
0:05:02.660,Exercise,,30,103,0.80,0.66,14.8,5.3,24.8,1.12,22,61
0:05:08.100,Exercise,,30,101,0.84,0.75,14.7,5.7,22.8,2.07,11,60
0:05:11.940,Exercise,,30,101,0.87,0.72,14.4,5.7,24.9,1.59,16,63
0:05:16.280,Exercise,,30,101,0.95,0.81,14.5,5.6,25.4,1.84,14,57
0:05:18.300,Exercise,,30,97,0.67,0.52,15.0,5.0,24.7,0.83,30,57
0:05:21.780,Exercise,,30,104,0.89,0.72,14.4,5.6,25.6,1.49,17,61
0:05:24.580,Exercise,,30,99,1.02,0.80,14.3,5.6,28.8,1.35,21,61
0:05:27.760,Exercise,,30,93,0.79,0.64,14.9,5.3,26.2,1.39,19,61
0:05:30.620,Exercise,,30,99,0.96,0.78,15.0,5.3,29.7,1.41,21,61
0:05:33.780,Exercise,,30,101,0.93,0.79,15.0,5.4,29.0,1.53,19,62
0:05:36.900,Exercise,,30,95,0.88,0.75,15.1,5.3,28.1,1.46,19,63
0:05:40.340,Exercise,,30,103,0.77,0.66,15.3,5.3,25.3,1.45,17,63
0:05:43.280,Exercise,,30,106,0.84,0.71,14.7,5.5,25.8,1.27,20,63
0:05:46.940,Exercise,,30,101,0.93,0.81,14.6,5.6,26.5,1.62,16,61
0:05:49.340,Exercise,,30,103,0.60,0.48,15.1,5.0,21.2,0.85,25,60
0:05:52.200,Exercise,,30,106,0.98,0.79,14.6,5.5,29.1,1.39,21,60
0:05:55.220,Exercise,,30,106,0.96,0.79,14.8,5.4,28.7,1.44,20,62
0:05:59.200,Exercise,,30,106,0.98,0.89,15.0,5.4,29.7,1.97,15,62
0:06:02.740,Exercise,,30,109,0.66,0.56,15.1,5.3,21.7,1.28,17,60
0:06:05.240,Exercise,,30,104,0.78,0.65,14.9,5.4,26.0,1.08,24,62
0:06:07.840,Exercise,,30,94,0.86,0.69,14.5,5.5,26.4,1.15,23,62
0:06:11.080,Exercise,,30,103,0.97,0.81,14.6,5.6,28.0,1.51,19,63
0:06:15.680,Exercise,,30,101,0.83,0.72,14.7,5.6,23.0,1.76,13,63
0:06:19.400,Exercise,,30,99,0.79,0.69,14.7,5.6,23.7,1.47,16,62
0:06:21.760,Exercise,,30,103,0.81,0.67,14.9,5.3,26.4,1.04,25,63
0:06:23.800,Exercise,,30,109,0.84,0.68,14.7,5.3,26.1,0.89,29,63
0:06:26.060,Exercise,,80,109,0.96,0.78,14.5,5.4,28.4,1.07,27,63
0:06:29.560,Exercise,,80,106,1.11,0.95,14.7,5.5,30.9,1.80,17,63
0:06:33.440,Exercise,,80,110,0.91,0.80,14.8,5.6,26.5,1.71,15,62
0:06:36.180,Exercise,,80,112,0.95,0.81,14.7,5.6,29.1,1.33,22,62
0:06:39.880,Exercise,,80,109,0.94,0.82,14.6,5.7,26.8,1.65,16,64
0:06:44.000,Exercise,,80,110,0.80,0.71,14.8,5.6,24.0,1.65,15,63
0:06:46.080,Exercise,,30,104,0.79,0.66,14.9,5.3,27.0,0.94,29,67
0:06:48.000,Exercise,,30,106,0.90,0.73,14.7,5.4,29.1,0.93,31,67
0:06:50.000,Exercise,,30,112,0.93,0.72,14.7,5.3,30.8,1.03,30,59
0:06:52.760,Exercise,,30,103,1.29,1.04,14.3,5.7,35.1,1.62,22,59
0:06:56.260,Exercise,,30,100,1.05,0.88,14.7,5.5,29.7,1.73,17,60
0:07:00.040,Exercise,,30,106,1.04,0.92,14.7,5.6,30.1,1.89,16,60
0:07:04.360,Exercise,,30,100,0.91,0.80,14.9,5.6,26.7,1.93,14,61
0:07:06.360,Exercise,,80,103,0.91,0.75,15.0,5.3,30.2,1.01,30,59
0:07:08.200,Exercise,,80,107,0.82,0.67,14.9,5.2,27.3,0.84,33,59
0:07:10.260,Exercise,,80,109,1.06,0.87,14.4,5.5,31.7,1.09,29,60
0:07:14.140,Exercise,,80,100,1.05,0.88,14.4,5.8,28.0,1.81,15,60
0:07:17.840,Exercise,,80,106,0.96,0.82,14.8,5.6,27.6,1.70,16,62
0:07:20.240,Exercise,,80,110,0.91,0.76,14.7,5.4,28.6,1.14,25,60
0:07:22.620,Exercise,,80,112,0.85,0.69,14.7,5.4,28.5,1.13,25,60
0:07:24.920,Exercise,,80,103,1.08,0.85,14.5,5.5,31.4,1.21,26,60
0:07:27.120,Exercise,,30,101,0.97,0.76,14.7,5.3,31.2,1.14,27,61
0:07:29.360,Exercise,,30,109,1.00,0.81,14.8,5.3,31.8,1.19,27,58
0:07:31.760,Exercise,,30,112,0.68,0.57,15.5,4.8,25.3,1.01,25,58
0:07:33.960,Exercise,,30,109,1.28,1.08,14.7,5.5,37.9,1.39,27,62
0:07:36.940,Exercise,,30,103,1.26,1.06,14.3,5.8,33.4,1.66,20,61
0:07:39.560,Exercise,,30,104,0.89,0.74,14.8,5.4,27.8,1.22,23,62
0:07:42.180,Exercise,,30,110,0.95,0.78,14.9,5.4,29.6,1.29,23,59
0:07:44.560,Exercise,,30,107,1.11,0.89,14.4,5.7,32.5,1.29,25,59
0:07:46.980,Exercise,,30,104,1.19,0.97,14.3,5.7,33.1,1.33,25,59
0:07:53.980,Exercise,,30,109,0.88,0.81,14.2,6.1,24.4,2.85,9,60
0:07:58.400,Exercise,,30,90,1.00,0.89,14.6,5.9,26.8,1.97,14,61
0:08:00.760,Exercise,,30,101,0.98,0.79,14.4,5.7,27.7,1.09,25,61
0:08:04.920,Exercise,,30,106,1.05,0.92,14.9,5.6,30.0,2.08,14,60
0:08:07.140,Exercise,,80,103,0.89,0.73,14.9,5.4,28.1,1.04,27,59
0:08:09.460,Exercise,,80,109,1.07,0.87,14.5,5.6,31.3,1.21,26,60
0:08:13.440,Exercise,,80,101,1.03,0.90,14.7,5.7,29.0,1.93,15,62
0:08:16.540,Exercise,,80,109,0.99,0.82,14.6,5.7,27.4,1.41,19,61
0:08:18.960,Exercise,,80,109,0.95,0.77,14.7,5.5,29.7,1.20,25,61
0:08:21.180,Exercise,,80,114,1.03,0.83,14.8,5.4,32.0,1.19,27,62
0:08:23.340,Exercise,,80,117,1.10,0.88,14.7,5.5,34.0,1.23,28,60
0:08:26.300,Exercise,,80,103,0.80,0.67,14.3,5.7,22.5,1.11,20,59
0:08:30.620,Exercise,,80,110,0.99,0.84,14.1,6.0,25.5,1.84,14,62
0:08:34.020,Exercise,,80,115,1.25,1.07,14.7,5.6,35.1,1.99,18,61
0:08:38.420,Exercise,,80,112,1.10,0.97,14.5,5.9,29.2,2.14,14,60
0:08:41.840,Exercise,,80,114,1.10,0.90,13.9,6.1,28.0,1.60,18,61
0:08:45.300,Exercise,,80,115,0.81,0.66,14.4,5.7,22.9,1.32,17,61
0:08:48.500,Exercise,,30,106,1.26,1.02,13.8,6.0,30.6,1.63,19,65
0:08:52.740,Exercise,,30,110,1.21,1.00,13.6,6.2,27.6,1.95,14,63
0:08:55.720,Exercise,,30,112,1.18,0.93,14.0,5.8,30.1,1.50,20,65
0:08:58.320,Exercise,,30,103,1.32,1.05,14.2,5.7,35.8,1.55,23,59
0:09:00.680,Exercise,,30,107,1.21,0.96,14.5,5.5,34.6,1.36,25,59
0:09:04.580,Exercise,,80,109,1.20,1.08,14.8,5.6,34.9,2.27,15,61
0:09:07.020,Exercise,,80,107,1.03,0.86,14.8,5.6,32.2,1.31,25,61
0:09:09.320,Exercise,,80,109,1.16,0.96,14.6,5.7,34.3,1.32,26,61
0:09:12.900,Exercise,,80,114,1.17,1.03,14.7,5.8,33.3,1.99,17,61
0:09:15.560,Exercise,,80,112,1.03,0.89,14.7,5.6,30.3,1.34,23,58
0:09:19.400,Exercise,,80,110,1.09,0.97,14.6,5.9,29.3,1.88,16,60
0:09:23.140,Exercise,,80,114,1.10,0.97,14.5,5.9,29.8,1.86,16,61
0:09:26.160,Exercise,,80,112,1.16,1.00,14.6,5.7,32.5,1.64,20,60
0:09:28.220,Exercise,,80,109,1.20,1.01,14.9,5.4,36.6,1.26,29,60
0:09:30.580,Exercise,,80,110,1.15,0.98,14.8,5.6,33.8,1.33,25,61
0:09:33.820,Exercise,,80,115,1.12,0.96,14.5,5.8,30.2,1.63,19,60
0:09:38.160,Exercise,,80,107,1.24,1.09,14.3,6.1,31.6,2.29,14,64
0:09:41.660,Exercise,,80,110,1.15,1.00,14.6,5.7,31.8,1.85,17,59
0:09:43.900,Exercise,,80,114,1.20,1.00,14.7,5.6,35.7,1.33,27,61
0:09:46.220,Exercise,,80,115,1.20,1.00,14.6,5.6,35.3,1.36,26,61
0:09:48.600,Exercise,,80,115,1.25,1.05,14.7,5.6,37.4,1.49,25,59
0:09:51.280,Exercise,,80,115,1.01,0.86,14.7,5.6,29.9,1.34,22,61
0:09:53.880,Exercise,,80,115,1.39,1.17,14.3,5.8,38.0,1.65,23,61
0:09:57.280,Exercise,,80,117,1.29,1.10,14.4,5.8,34.9,1.98,18,61
0:10:00.140,Exercise,,80,117,1.36,1.17,14.6,5.7,38.9,1.86,21,60
0:10:03.920,Exercise,,80,112,1.19,1.07,14.8,5.8,33.8,2.13,16,61
0:10:06.420,Exercise,,30,117,1.20,1.02,14.4,5.8,33.9,1.41,24,62
0:10:09.720,Exercise,,30,112,1.21,1.05,14.5,5.9,33.9,1.87,18,62
0:10:14.500,Exercise,,30,103,1.08,0.98,14.6,5.9,28.7,2.28,13,64
0:10:17.740,Exercise,,30,114,1.07,0.93,14.3,6.0,29.5,1.59,19,59
0:10:21.800,Exercise,,30,95,1.07,0.95,14.5,5.9,28.0,1.90,15,61
0:10:24.680,Exercise,,30,101,1.13,0.97,14.4,5.8,31.5,1.51,21,60
0:10:30.000,Exercise,,30,103,1.01,0.95,14.8,5.8,28.4,2.52,11,61
0:10:34.920,Exercise,,30,100,1.11,1.03,14.7,5.9,29.6,2.43,12,61
0:10:39.200,Exercise,,30,106,0.99,0.92,14.9,5.8,28.1,2.01,14,62
0:10:43.100,Exercise,,30,97,0.89,0.81,14.8,5.8,25.7,1.67,15,61
0:10:46.420,Exercise,,30,96,1.04,0.92,14.7,5.9,29.6,1.64,18,60
0:10:49.620,Exercise,,30,107,0.92,0.82,15.1,5.6,28.0,1.50,19,62
0:10:52.180,Exercise,,30,109,1.05,0.93,14.9,5.7,32.4,1.38,23,62
0:10:56.180,Exercise,,30,101,0.93,0.86,15.0,5.7,26.9,1.80,15,61
0:10:59.220,Exercise,,30,106,0.81,0.73,15.0,5.6,25.8,1.31,20,62
0:11:02.040,Exercise,,30,107,1.00,0.87,14.7,5.8,29.9,1.41,21,62
0:11:05.360,Exercise,,30,100,0.93,0.83,14.8,5.7,28.0,1.55,18,63
0:11:08.060,Exercise,,30,103,0.88,0.78,14.9,5.6,29.1,1.31,22,62
0:11:11.680,Exercise,,30,103,0.95,0.86,14.9,5.7,29.7,1.79,17,61
0:11:14.620,Exercise,,30,104,0.96,0.87,15.2,5.5,31.2,1.53,20,60
0:11:17.920,Exercise,,30,107,0.98,0.90,15.2,5.6,30.5,1.68,18,61
0:11:23.120,Exercise,,30,97,0.91,0.88,15.3,5.7,26.8,2.32,12,61
0:11:25.480,Exercise,,80,104,0.87,0.78,15.2,5.5,28.9,1.14,25,59
0:11:27.900,Exercise,,80,110,0.92,0.81,14.9,5.6,30.1,1.22,25,59
0:11:30.720,Exercise,,80,107,1.24,1.12,15.2,5.6,37.2,1.75,21,59
0:11:33.800,Exercise,,80,106,0.99,0.93,15.6,5.3,32.3,1.66,19,61
0:11:37.000,Exercise,,80,110,0.97,0.92,15.5,5.5,31.6,1.69,19,60
0:11:41.260,Exercise,,80,106,0.93,0.91,15.4,5.6,29.2,2.08,14,62
0:11:44.240,Exercise,,80,109,0.86,0.79,15.3,5.5,28.2,1.40,20,60
0:11:46.500,Exercise,,30,109,0.83,0.72,15.1,5.5,28.3,1.07,27,63
0:11:48.800,Exercise,,30,110,1.00,0.85,14.8,5.5,31.3,1.20,26,63
0:11:52.220,Exercise,,30,104,1.20,1.06,14.7,5.8,33.7,1.92,18,62
0:11:55.660,Exercise,,30,112,0.85,0.74,14.6,5.7,25.0,1.44,17,62
0:12:00.040,Exercise,,30,106,0.95,0.84,14.6,5.8,26.0,1.90,14,60
0:12:02.640,Exercise,,30,103,1.27,1.09,14.7,5.6,37.7,1.63,23,62
0:12:04.680,Exercise,,80,109,1.12,0.94,14.9,5.4,36.3,1.23,29,60
0:12:06.860,Exercise,,80,112,1.07,0.91,14.9,5.5,35.4,1.29,28,60
0:12:09.140,Exercise,,80,110,1.23,1.04,14.9,5.5,38.8,1.47,26,60
0:12:11.580,Exercise,,80,107,1.25,1.08,14.9,5.5,39.2,1.60,25,63
0:12:14.500,Exercise,,80,109,1.03,0.92,15.3,5.4,33.4,1.62,21,62
0:12:16.740,Exercise,,80,112,1.01,0.89,15.3,5.3,34.7,1.30,27,59
0:12:19.120,Exercise,,80,115,1.14,1.00,15.1,5.4,36.3,1.44,25,59
0:12:22.320,Exercise,,80,109,1.17,1.06,15.2,5.5,35.6,1.90,19,60
0:12:24.720,Exercise,,80,107,1.06,0.94,15.1,5.5,33.8,1.35,25,60
0:12:28.540,Exercise,,30,110,1.19,1.09,15.1,5.6,35.2,2.25,16,64
0:12:30.820,Exercise,,30,112,0.99,0.88,15.1,5.4,33.0,1.26,26,64
0:12:33.740,Exercise,,30,110,1.10,0.99,14.9,5.6,33.2,1.61,21,63
0:12:36.220,Exercise,,30,110,0.97,0.83,14.8,5.6,30.1,1.25,24,60
0:12:40.300,Exercise,,30,106,0.92,0.83,14.8,5.7,26.2,1.78,15,61
0:12:43.680,Exercise,,30,96,1.10,0.97,14.6,5.7,30.8,1.74,18,60
0:12:46.980,Exercise,,30,109,1.11,0.96,14.4,5.9,30.9,1.70,18,59
0:12:50.360,Exercise,,30,107,0.90,0.78,14.5,5.7,26.1,1.47,18,61
0:12:53.880,Exercise,,30,100,1.00,0.86,14.3,5.8,27.8,1.63,17,59
0:12:57.340,Exercise,,30,109,1.05,0.90,14.5,5.8,29.4,1.70,17,61
0:13:01.380,Exercise,,30,100,1.06,0.95,14.6,5.8,29.7,2.00,15,59
0:13:04.840,Exercise,,30,100,0.98,0.88,14.9,5.6,29.3,1.69,17,60
0:13:07.260,Exercise,,80,107,1.08,0.93,14.9,5.5,34.4,1.39,25,57
0:13:09.560,Exercise,,80,110,1.05,0.90,14.9,5.5,32.9,1.26,26,61
0:13:13.660,Exercise,,80,100,1.16,1.07,15.1,5.6,34.2,2.34,15,61
0:13:18.000,Exercise,,80,106,0.99,0.91,14.8,5.8,28.2,2.04,14,61
0:13:21.800,Exercise,,80,110,0.94,0.85,14.9,5.7,28.0,1.77,16,60
0:13:25.200,Exercise,,80,109,1.03,0.90,14.6,5.9,28.6,1.62,18,61
0:13:28.860,Exercise,,80,110,0.99,0.86,14.7,5.7,28.5,1.74,16,60
0:13:33.400,Exercise,,80,112,0.95,0.83,14.4,6.0,26.1,1.98,13,62
0:13:36.380,Exercise,,80,110,0.40,0.33,15.7,4.8,16.8,0.83,20,61
0:13:39.280,Exercise,,80,110,1.31,1.09,14.0,6.1,33.1,1.60,21,61
0:13:44.860,Exercise,,80,110,1.22,1.06,14.2,6.0,30.7,2.85,11,60
0:13:47.300,Exercise,,30,114,1.11,0.88,14.0,5.9,31.6,1.29,25,62
0:13:49.540,Exercise,,30,114,1.16,0.86,13.6,6.1,31.4,1.17,27,65
0:13:51.320,Exercise,,30,114,0.36,0.28,16.2,4.0,18.9,0.56,34,64
0:13:54.260,Exercise,,30,119,1.28,1.05,14.3,5.8,34.5,1.69,20,66
0:13:56.080,Exercise,,30,117,1.45,1.13,13.7,6.0,38.4,1.16,33,66
0:13:58.660,Exercise,,30,103,1.19,0.94,14.0,5.9,32.2,1.38,23,60
0:14:01.340,Exercise,,30,112,1.47,1.18,14.1,5.8,38.5,1.72,22,59
0:14:04.820,Exercise,,30,114,1.01,0.86,14.3,5.8,27.5,1.60,17,60
0:14:07.100,Exercise,,80,107,1.17,0.96,14.2,5.9,33.6,1.28,26,60
0:14:09.400,Exercise,,80,103,0.95,0.77,14.4,5.7,28.5,1.09,26,60
0:14:12.040,Exercise,,80,110,1.08,0.89,14.1,5.9,30.0,1.32,23,60
0:14:15.740,Exercise,,80,107,1.05,0.89,14.1,6.0,26.8,1.65,16,59
0:14:18.640,Exercise,,80,106,1.23,1.02,14.0,6.0,32.2,1.56,21,61
0:14:21.580,Exercise,,80,112,1.24,1.03,14.3,5.8,33.3,1.63,20,60
0:14:25.580,Exercise,,80,110,1.14,1.01,14.4,5.9,30.1,2.01,15,59
0:14:28.480,Exercise,,80,112,1.20,1.04,14.3,5.9,32.9,1.59,21,61
0:14:31.740,Exercise,,80,115,1.30,1.13,14.2,6.0,34.3,1.86,18,60
0:14:34.120,Exercise,,80,117,1.28,1.07,14.3,5.8,34.8,1.38,25,61
0:14:36.300,Exercise,,80,115,1.19,0.98,14.2,5.8,34.1,1.24,28,61
0:14:39.980,Exercise,,80,119,0.60,0.53,15.2,5.3,20.1,1.24,16,60
0:14:43.960,Exercise,,80,112,1.40,1.22,13.8,6.4,32.6,2.16,15,60
0:14:47.160,Exercise,,80,115,1.52,1.27,13.7,6.3,35.2,1.88,19,60
0:14:49.760,Exercise,,80,119,1.41,1.15,14.1,5.9,37.8,1.64,23,61
0:14:53.300,Exercise,,80,114,1.33,1.13,14.2,6.0,34.8,2.05,17,61
0:14:56.860,Exercise,,80,114,1.23,1.06,14.4,6.0,32.6,1.93,17,59
0:15:00.340,Exercise,,80,115,1.30,1.12,14.3,6.1,34.0,1.97,17,63
0:15:03.860,Exercise,,80,115,1.34,1.14,13.9,6.2,33.1,1.95,17,59
0:15:07.120,Exercise,,30,114,1.17,0.98,14.2,6.0,31.1,1.69,18,63
0:15:10.480,Exercise,,30,114,1.29,1.10,14.0,6.2,33.0,1.85,18,61
0:15:14.340,Exercise,,30,103,1.17,1.02,14.3,6.0,30.1,1.94,16,60
0:15:18.280,Exercise,,30,107,1.35,1.18,14.2,6.1,33.2,2.18,15,59
0:15:22.120,Exercise,,30,110,1.15,1.06,14.8,5.8,33.0,2.11,16,59
0:15:24.740,Exercise,,30,107,1.27,1.14,14.7,5.9,37.4,1.64,23,60
0:15:27.780,Exercise,,30,107,1.14,1.05,14.9,5.7,33.7,1.71,20,63
0:15:30.480,Exercise,,30,112,1.17,1.06,14.6,5.9,33.8,1.52,22,62
0:15:33.700,Exercise,,30,110,1.42,1.30,14.6,6.0,38.3,2.06,19,65
0:15:35.980,Exercise,,30,109,1.12,1.00,14.9,5.7,34.9,1.33,26,65
0:15:38.420,Exercise,,30,110,1.07,0.98,15.2,5.5,34.8,1.42,25,61
0:15:41.600,Exercise,,30,106,1.08,1.05,15.5,5.5,35.3,1.87,19,60
0:15:44.400,Exercise,,30,82,1.17,1.15,15.5,5.5,38.2,1.79,21,59
0:15:48.220,Exercise,,30,95,1.00,1.03,15.7,5.5,33.7,2.15,16,60
0:15:50.820,Exercise,,30,100,0.82,0.82,15.7,5.5,30.1,1.30,23,63
0:15:53.380,Exercise,,30,107,0.90,0.91,15.8,5.4,32.7,1.40,23,59
0:15:55.940,Exercise,,30,100,0.90,0.90,15.6,5.5,32.0,1.36,23,61
0:15:58.840,Exercise,,30,91,0.91,0.88,15.6,5.5,31.1,1.51,21,60
0:16:02.160,Exercise,,30,101,0.89,0.91,15.6,5.5,30.1,1.66,18,61
0:16:05.300,Exercise,,30,103,0.84,0.83,15.7,5.5,29.9,1.57,19,60
